ID;Elevation;Date;Hour;Temperature
1280;Low;2022-08-20;10:20:26;53.449
1281;Low;2022-08-20;11:20:26;54.669
1282;Low;2022-08-21;12:20:26;54.669
1283;Low;2022-08-21;01:20:26;54.147
1284;Low;2022-08-21;02:20:26;53.623
1285;Low;2022-08-21;03:20:26;53.623
1286;Low;2022-08-21;04:20:26;53.798
1287;Low;2022-08-21;05:20:26;53.1
1288;Low;2022-08-21;06:20:26;52.05
1289;Low;2022-08-21;07:20:26;49.759
1290;Low;2022-08-21;08:20:26;48.517
1291;Low;2022-08-21;09:20:26;48.695
1292;Low;2022-08-21;10:20:26;49.404
1293;Low;2022-08-21;11:20:26;63.968
1294;Low;2022-08-21;12:20:26;82.686
1295;Low;2022-08-21;01:20:26;70.308
1296;Low;2022-08-21;02:20:26;92.926
1297;Low;2022-08-21;03:20:26;103.923
1298;Low;2022-08-21;04:20:26;93.304
1299;Low;2022-08-21;05:20:26;89.938
1300;Low;2022-08-21;06:20:26;66.708
1301;Low;2022-08-21;07:20:26;67.392
1302;Low;2022-08-21;08:20:26;55.711
1303;Low;2022-08-21;09:20:26;53.973
1304;Low;2022-08-21;10:20:26;53.798
1305;Low;2022-08-21;11:20:26;53.623
1306;Low;2022-08-22;12:20:26;51.172
1307;Low;2022-08-22;01:20:26;52.925
1308;Low;2022-08-22;02:20:26;50.643
1309;Low;2022-08-22;03:20:26;51.874
1310;Low;2022-08-22;04:20:26;51.346
1311;Low;2022-08-22;05:20:26;50.643
1312;Low;2022-08-22;06:20:26;48.871
1313;Low;2022-08-22;07:20:26;49.582
1314;Low;2022-08-22;08:20:26;50.643
1315;Low;2022-08-22;09:20:26;50.995
1316;Low;2022-08-22;10:20:26;56.23
1317;Low;2022-08-22;11:20:26;60.539
1318;Low;2022-08-22;12:20:26;82.152
1319;Low;2022-08-22;01:20:26;69.793
1320;Low;2022-08-22;02:20:26;101.887
1321;Low;2022-08-22;03:20:26;106.835
1322;Low;2022-08-22;04:20:26;94.633
1323;Low;2022-08-22;05:20:26;94.253
1324;Low;2022-08-22;06:20:26;71.683
1325;Low;2022-08-22;07:20:26;66.193
1326;Low;2022-08-22;08:20:26;55.711
1327;Low;2022-08-22;09:20:26;51.523
1328;Low;2022-08-22;10:20:26;50.819
1329;Low;2022-08-22;11:20:26;49.582
1330;Low;2022-08-23;12:20:26;49.228
1331;Low;2022-08-23;01:20:26;48.871
1332;Low;2022-08-23;02:20:26;48.16
1333;Low;2022-08-23;03:20:26;48.16
1334;Low;2022-08-23;04:20:26;47.624
1335;Low;2022-08-23;05:20:26;47.088
1336;Low;2022-08-23;06:20:26;46.908
1337;Low;2022-08-23;07:20:26;46.908
1338;Low;2022-08-23;08:20:26;47.802
1339;Low;2022-08-23;09:20:26;48.517
1340;Low;2022-08-23;10:20:26;49.937
1341;Low;2022-08-23;11:20:26;62.425
1342;Low;2022-08-23;12:20:26;86.277
1343;Low;2022-08-23;01:20:26;70.308
1344;Low;2022-08-23;02:20:26;101.887
1345;Low;2022-08-23;03:20:26;107.895
1346;Low;2022-08-23;04:20:26;103.717
1347;Low;2022-08-23;05:20:26;91.612
1348;Low;2022-08-23;06:20:26;74.619
1349;Low;2022-08-23;07:20:26;66.366
1350;Low;2022-08-23;08:20:26;56.577
1351;Low;2022-08-23;09:20:26;53.623
1352;Low;2022-08-23;10:20:26;52.401
1353;Low;2022-08-23;11:20:26;52.05
1354;Low;2022-08-24;12:20:26;51.172
1355;Low;2022-08-24;01:20:26;50.995
1356;Low;2022-08-24;02:20:26;50.466
1357;Low;2022-08-24;03:20:26;49.759
1358;Low;2022-08-24;04:20:26;49.404
1359;Low;2022-08-24;05:20:26;48.517
1360;Low;2022-08-24;06:20:26;49.228
1361;Low;2022-08-24;07:20:26;49.404
1362;Low;2022-08-24;08:20:26;50.29
1363;Low;2022-08-24;09:20:26;52.05
1364;Low;2022-08-24;10:20:26;55.189
1365;Low;2022-08-24;11:20:26;67.392
1366;Low;2022-08-24;12:20:26;85.194
1367;Low;2022-08-24;01:20:26;75.832
1368;Low;2022-08-24;02:20:26;101.082
1369;Low;2022-08-24;03:20:26;106.414
1370;Low;2022-08-24;04:20:26;94.062
1371;Low;2022-08-24;05:20:26;90.124
1372;Low;2022-08-24;06:20:26;74.619
1373;Low;2022-08-24;07:20:26;66.879
1374;Low;2022-08-24;08:20:26;58.647
1375;Low;2022-08-24;09:20:26;56.404
1376;Low;2022-08-24;10:20:26;55.711
1377;Low;2022-08-24;11:20:26;54.842
1378;Low;2022-08-25;12:20:26;54.322
1379;Low;2022-08-25;01:20:26;53.449
1380;Low;2022-08-25;02:20:26;52.576
1381;Low;2022-08-25;03:20:26;52.05
1382;Low;2022-08-25;04:20:26;51.699
1383;Low;2022-08-25;05:20:26;51.346
1384;Low;2022-08-25;06:20:26;51.699
1385;Low;2022-08-25;07:20:26;51.172
1386;Low;2022-08-25;08:20:26;51.699
1387;Low;2022-08-25;09:20:26;53.1
1388;Low;2022-08-25;10:20:26;54.495
1389;Low;2022-08-25;11:20:26;65.68
1390;Low;2022-08-25;12:20:26;88.833
1391;Low;2022-08-25;01:20:26;74.619
1392;Low;2022-08-25;02:20:26;105.786
1393;Low;2022-08-25;03:20:26;109.612
1394;Low;2022-08-25;04:20:26;106.205
1395;Low;2022-08-25;05:20:26;97.72
1396;Low;2022-08-25;06:20:26;81.09
1397;Low;2022-08-25;07:20:26;66.366
1398;Low;2022-08-25;08:20:26;60.712
1399;Low;2022-08-25;09:20:26;59.337
1400;Low;2022-08-25;10:20:26;57.441
1401;Low;2022-08-25;11:20:26;56.75
1402;Low;2022-08-26;12:20:26;56.577
1403;Low;2022-08-26;01:20:26;55.711
1404;Low;2022-08-26;02:20:26;55.711
1405;Low;2022-08-26;03:20:26;54.842
1406;Low;2022-08-26;04:20:26;56.23
1407;Low;2022-08-26;05:20:26;55.017
1408;Low;2022-08-26;06:20:26;55.017
1409;Low;2022-08-26;07:20:26;55.711
1410;Low;2022-08-26;08:20:26;60.883
1411;Low;2022-08-26;09:20:26;64.652
1412;Low;2022-08-26;10:20:26;69.964
1413;Low;2022-08-26;11:20:26;73.234
1414;Low;2022-08-26;12:20:26;68.763
1415;Low;2022-08-26;01:20:26;60.195
1416;Low;2022-08-26;02:20:26;62.425
1417;Low;2022-08-26;03:20:26;95.207
1418;Low;2022-08-26;04:20:26;99.885
1419;Low;2022-08-26;05:20:26;72.028
1420;Low;2022-08-26;06:20:26;69.793
1421;Low;2022-08-26;07:20:26;62.254
1422;Low;2022-08-26;08:20:26;57.614
1423;Low;2022-08-26;09:20:26;56.23
1424;Low;2022-08-26;10:20:26;53.798
1425;Low;2022-08-26;11:20:26;53.798
1426;Low;2022-08-27;12:20:26;54.322
1427;Low;2022-08-27;01:20:26;51.523
1428;Low;2022-08-27;02:20:26;50.643
1429;Low;2022-08-27;03:20:26;50.29
1430;Low;2022-08-27;04:20:26;49.582
1431;Low;2022-08-27;05:20:26;49.228
1432;Low;2022-08-27;06:20:26;49.228
1433;Low;2022-08-27;07:20:26;49.228
1434;Low;2022-08-27;08:20:26;49.404
1435;Low;2022-08-27;09:20:26;50.466
1436;Low;2022-08-27;10:20:26;51.874
1437;Low;2022-08-27;11:20:26;58.647
1438;Low;2022-08-27;12:20:26;79.678
1439;Low;2022-08-27;01:20:26;69.964
1440;Low;2022-08-27;02:20:26;96.168
1441;Low;2022-08-27;03:20:26;100.283
1442;Low;2022-08-27;04:20:26;95.976
1443;Low;2022-08-27;05:20:26;80.559
1444;Low;2022-08-27;06:20:26;68.248
1445;Low;2022-08-27;07:20:26;60.712
1446;Low;2022-08-27;08:20:26;56.23
1447;Low;2022-08-27;09:20:26;54.495
1448;Low;2022-08-27;10:20:26;53.623
1449;Low;2022-08-27;11:20:26;52.925
1450;Low;2022-08-28;12:20:26;52.225
1451;Low;2022-08-28;01:20:26;51.874
1452;Low;2022-08-28;02:20:26;51.172
1453;Low;2022-08-28;03:20:26;50.643
1454;Low;2022-08-28;04:20:26;50.466
1455;Low;2022-08-28;05:20:26;50.113
1456;Low;2022-08-28;06:20:26;49.404
1457;Low;2022-08-28;07:20:26;50.113
1458;Low;2022-08-28;08:20:26;50.995
1459;Low;2022-08-28;09:20:26;51.699
1460;Low;2022-08-28;10:20:26;53.1
1461;Low;2022-08-28;11:20:26;59.164
1462;Low;2022-08-28;12:20:26;82.508
1463;Low;2022-08-28;01:20:26;81.266
1464;Low;2022-08-28;02:20:26;86.277
1465;Low;2022-08-28;03:20:26;100.283
1466;Low;2022-08-28;04:20:26;100.283
1467;Low;2022-08-28;05:20:26;92.737
1468;Low;2022-08-28;06:20:26;74.964
1469;Low;2022-08-28;07:20:26;65.338
1470;Low;2022-08-28;08:20:26;56.923
1471;Low;2022-08-28;09:20:26;54.147
1472;Low;2022-08-28;10:20:26;52.75
1473;Low;2022-08-28;11:20:26;52.401
1474;Low;2022-08-29;12:20:26;51.699
1475;Low;2022-08-29;01:20:26;50.819
1476;Low;2022-08-29;02:20:26;50.466
1477;Low;2022-08-29;03:20:26;50.29
1478;Low;2022-08-29;04:20:26;49.937
1479;Low;2022-08-29;05:20:26;49.937
1480;Low;2022-08-29;06:20:26;49.228
1481;Low;2022-08-29;07:20:26;49.937
1482;Low;2022-08-29;08:20:26;50.643
1483;Low;2022-08-29;09:20:26;53.1
1484;Low;2022-08-29;10:20:26;56.057
1485;Low;2022-08-29;11:20:26;58.131
1486;Low;2022-08-29;12:20:26;82.152
1487;Low;2022-08-29;01:20:26;71.168
1488;Low;2022-08-29;02:20:26;100.683
1489;Low;2022-08-29;03:20:26;103.717
1490;Low;2022-08-29;04:20:26;100.083
1491;Low;2022-08-29;05:20:26;91.987
1492;Low;2022-08-29;06:20:26;77.4
1493;Low;2022-08-29;07:20:26;64.996
1494;Low;2022-08-29;08:20:26;58.476
1495;Low;2022-08-29;09:20:26;54.842
1496;Low;2022-08-29;10:20:26;54.147
1497;Low;2022-08-29;11:20:26;53.274
1498;Low;2022-08-30;12:20:26;52.925
1499;Low;2022-08-30;01:20:26;52.05
1500;Low;2022-08-30;02:20:26;51.172
1501;Low;2022-08-30;03:20:26;50.819
1502;Low;2022-08-30;04:20:26;50.466
1503;Low;2022-08-30;05:20:26;49.937
1504;Low;2022-08-30;06:20:26;49.759
1505;Low;2022-08-30;07:20:26;51.346
1506;Low;2022-08-30;08:20:26;53.973
1507;Low;2022-08-30;09:20:26;58.131
1508;Low;2022-08-30;10:20:26;58.82
1509;Low;2022-08-30;11:20:26;67.906
1510;Low;2022-08-30;12:20:26;77.749
1511;Low;2022-08-30;01:20:26;78.975
1512;Low;2022-08-30;02:20:26;68.248
1513;Low;2022-08-30;03:20:26;69.278
1514;Low;2022-08-30;04:20:26;83.757
1515;Low;2022-08-30;05:20:26;68.077
1516;Low;2022-08-30;06:20:26;57.268
1517;Low;2022-08-30;07:20:26;59.164
1518;Low;2022-08-30;08:20:26;55.189
1519;Low;2022-08-30;09:20:26;54.322
1520;Low;2022-08-30;10:20:26;53.973
1521;Low;2022-08-30;11:20:26;53.1
1522;Low;2022-08-31;12:20:26;52.576
1523;Low;2022-08-31;01:20:26;51.874
1524;Low;2022-08-31;02:20:26;51.172
1525;Low;2022-08-31;03:20:26;51.523
1526;Low;2022-08-31;04:20:26;52.576
1527;Low;2022-08-31;05:20:26;52.75
1528;Low;2022-08-31;06:20:26;53.449
1529;Low;2022-08-31;07:20:26;53.274
1530;Low;2022-08-31;08:20:26;54.495
1531;Low;2022-08-31;09:20:26;60.024
1532;Low;2022-08-31;10:20:26;61.227
1533;Low;2022-08-31;11:20:26;57.268
1534;Low;2022-08-31;12:20:26;76.876
1535;Low;2022-08-31;01:20:26;69.964
1536;Low;2022-08-31;02:20:26;80.382
1537;Low;2022-08-31;03:20:26;92.55
1538;Low;2022-08-31;04:20:26;93.682
1539;Low;2022-08-31;05:20:26;79.326
1540;Low;2022-08-31;06:20:26;73.407
1541;Low;2022-08-31;07:20:26;61.912
1542;Low;2022-08-31;08:20:26;53.449
1543;Low;2022-08-31;09:20:26;52.05
1544;Low;2022-08-31;10:20:26;50.995
1545;Low;2022-08-31;11:20:26;50.29
1546;Low;2022-09-01;12:20:26;49.404
1547;Low;2022-09-01;01:20:26;47.982
1548;Low;2022-09-01;02:20:26;48.517
1549;Low;2022-09-01;03:20:26;47.802
1550;Low;2022-09-01;04:20:26;47.088
1551;Low;2022-09-01;05:20:26;47.088
1552;Low;2022-09-01;06:20:26;47.088
1553;Low;2022-09-01;07:20:26;47.088
1554;Low;2022-09-01;08:20:26;48.695
1555;Low;2022-09-01;09:20:26;51.523
1556;Low;2022-09-01;10:20:26;53.623
1557;Low;2022-09-01;11:20:26;55.884
1558;Low;2022-09-01;12:20:26;76.181
1559;Low;2022-09-01;01:20:26;75.832
1560;Low;2022-09-01;02:20:26;92.926
1561;Low;2022-09-01;03:20:26;97.331
1562;Low;2022-09-01;04:20:26;92.737
1563;Low;2022-09-01;05:20:26;84.474
1564;Low;2022-09-01;06:20:26;71.683
1565;Low;2022-09-01;07:20:26;62.083
1566;Low;2022-09-01;08:20:26;53.449
1567;Low;2022-09-01;09:20:26;50.819
1568;Low;2022-09-01;10:20:26;51.172
1569;Low;2022-09-01;11:20:26;50.466
1570;Low;2022-09-02;12:20:26;48.871
1571;Low;2022-09-02;01:20:26;48.339
1572;Low;2022-09-02;02:20:26;47.982
1573;Low;2022-09-02;03:20:26;47.266
1574;Low;2022-09-02;04:20:26;47.446
1575;Low;2022-09-02;05:20:26;47.266
1576;Low;2022-09-02;06:20:26;47.266
1577;Low;2022-09-02;07:20:26;47.088
1578;Low;2022-09-02;08:20:26;47.982
1579;Low;2022-09-02;09:20:26;48.871
1580;Low;2022-09-02;10:20:26;50.643
1581;Low;2022-09-02;11:20:26;63.111
1582;Low;2022-09-02;12:20:26;78.624
1583;Low;2022-09-02;01:20:26;75.484
1584;Low;2022-09-02;02:20:26;63.797
1585;Low;2022-09-02;03:20:26;72.545
1586;Low;2022-09-02;04:20:26;68.077
1587;Low;2022-09-02;05:20:26;67.564
1588;Low;2022-09-02;06:20:26;60.195
1589;Low;2022-09-02;07:20:26;64.825
1590;Low;2022-09-02;08:20:26;53.274
1591;Low;2022-09-02;09:20:26;50.113
1592;Low;2022-09-02;10:20:26;50.819
1593;Low;2022-09-02;11:20:26;52.576
1594;Low;2022-09-03;12:20:26;50.995
1595;Low;2022-09-03;01:20:26;48.517
1596;Low;2022-09-03;02:20:26;50.643
1597;Low;2022-09-03;03:20:26;50.819
1598;Low;2022-09-03;04:20:26;50.819
1599;Low;2022-09-03;05:20:26;50.643
1600;Low;2022-09-03;06:20:26;50.466
1601;Low;2022-09-03;07:20:26;50.29
1602;Low;2022-09-03;08:20:26;51.346
1603;Low;2022-09-03;09:20:26;55.364
1604;Low;2022-09-03;10:20:26;56.057
1605;Low;2022-09-03;11:20:26;61.569
1606;Low;2022-09-03;12:20:26;71.683
1607;Low;2022-09-03;01:20:26;67.735
1608;Low;2022-09-03;02:20:26;75.484
1609;Low;2022-09-03;03:20:26;76.181
1610;Low;2022-09-03;04:20:26;84.295
1611;Low;2022-09-03;05:20:26;66.879
1612;Low;2022-09-03;06:20:26;67.735
1613;Low;2022-09-03;07:20:26;58.647
1614;Low;2022-09-03;08:20:26;56.23
1615;Low;2022-09-03;09:20:26;53.274
1616;Low;2022-09-03;10:20:26;52.75
1617;Low;2022-09-03;11:20:26;52.576
1618;Low;2022-09-04;12:20:26;51.172
1619;Low;2022-09-04;01:20:26;52.576
1620;Low;2022-09-04;02:20:26;52.225
1621;Low;2022-09-04;03:20:26;52.05
1622;Low;2022-09-04;04:20:26;51.523
1623;Low;2022-09-04;05:20:26;50.819
1624;Low;2022-09-04;06:20:26;50.113
1625;Low;2022-09-04;07:20:26;48.871
1626;Low;2022-09-04;08:20:26;48.339
1627;Low;2022-09-04;09:20:26;49.228
1628;Low;2022-09-04;10:20:26;50.113
1629;Low;2022-09-04;11:20:26;53.449
1630;Low;2022-09-04;12:20:26;74.619
1631;Low;2022-09-04;01:20:26;69.278
1632;Low;2022-09-04;02:20:26;91.612
1633;Low;2022-09-04;03:20:26;91.8
1634;Low;2022-09-04;04:20:26;89.569
1635;Low;2022-09-04;05:20:26;83.935
1636;Low;2022-09-04;06:20:26;73.234
1637;Low;2022-09-04;07:20:26;65.338
1638;Low;2022-09-04;08:20:26;56.577
1639;Low;2022-09-04;09:20:26;53.1
1640;Low;2022-09-04;10:20:26;52.576
1641;Low;2022-09-04;11:20:26;53.798
1642;Low;2022-09-05;12:20:26;52.401
1643;Low;2022-09-05;01:20:26;51.874
1644;Low;2022-09-05;02:20:26;51.699
1645;Low;2022-09-05;03:20:26;51.172
1646;Low;2022-09-05;04:20:26;52.75
1647;Low;2022-09-05;05:20:26;51.346
1648;Low;2022-09-05;06:20:26;49.937
1649;Low;2022-09-05;07:20:26;49.228
1650;Low;2022-09-05;08:20:26;49.937
1651;Low;2022-09-05;09:20:26;56.057
1652;Low;2022-09-05;10:20:26;57.096
1653;Low;2022-09-05;11:20:26;57.441
1654;Low;2022-09-05;12:20:26;78.975
1655;Low;2022-09-05;01:20:26;71.339
1656;Low;2022-09-05;02:20:26;94.062
1657;Low;2022-09-05;03:20:26;97.916
1658;Low;2022-09-05;04:20:26;89.755
1659;Low;2022-09-05;05:20:26;85.194
1660;Low;2022-09-05;06:20:26;74.098
1661;Low;2022-09-05;07:20:26;62.254
1662;Low;2022-09-05;08:20:26;57.096
1663;Low;2022-09-05;09:20:26;55.537
1664;Low;2022-09-05;10:20:26;56.23
1665;Low;2022-09-05;11:20:26;54.669
1666;Low;2022-09-06;12:20:26;53.623
1667;Low;2022-09-06;01:20:26;52.925
1668;Low;2022-09-06;02:20:26;53.1
1669;Low;2022-09-06;03:20:26;52.05
1670;Low;2022-09-06;04:20:26;51.346
1671;Low;2022-09-06;05:20:26;50.995
1672;Low;2022-09-06;06:20:26;50.819
1673;Low;2022-09-06;07:20:26;50.466
1674;Low;2022-09-06;08:20:26;51.699
1675;Low;2022-09-06;09:20:26;53.623
1676;Low;2022-09-06;10:20:26;66.193
1677;Low;2022-09-06;11:20:26;65.338
1678;Low;2022-09-06;12:20:26;78.274
1679;Low;2022-09-06;01:20:26;71.683
1680;Low;2022-09-06;02:20:26;88.099
1681;Low;2022-09-06;03:20:26;78.098
1682;Low;2022-09-06;04:20:26;83.221
1683;Low;2022-09-06;05:20:26;63.111
1684;Low;2022-09-06;06:20:26;61.912
1685;Low;2022-09-06;07:20:26;58.647
1686;Low;2022-09-06;08:20:26;55.884
1687;Low;2022-09-06;09:20:26;53.798
1688;Low;2022-09-06;10:20:26;53.798
1689;Low;2022-09-06;11:20:26;53.1
1690;High;2022-06-28;12:20:54;75.312
1691;High;2022-06-28;12:50:54;79.678
1692;High;2022-06-28;01:20:54;75.139
1693;High;2022-06-28;01:50:54;73.407
1694;High;2022-06-28;02:20:54;73.234
1695;High;2022-06-28;02:50:54;70.651
1696;High;2022-06-28;03:20:54;49.228
1697;High;2022-06-28;03:50:54;49.582
1698;High;2022-06-28;04:20:54;49.05
1699;High;2022-06-28;04:50:54;51.523
1700;High;2022-06-28;05:20:54;53.449
1701;High;2022-06-28;05:50:54;52.75
1702;High;2022-06-28;06:20:54;53.1
1703;High;2022-06-28;06:50:54;53.274
1704;High;2022-06-28;07:20:54;49.937
1705;High;2022-06-28;07:50:54;51.874
1706;High;2022-06-28;08:20:54;51.346
1707;High;2022-06-28;08:50:54;62.769
1708;High;2022-06-28;09:20:54;53.798
1709;High;2022-06-28;09:50:54;46.369
1710;High;2022-06-28;10:20:54;43.648
1711;High;2022-06-28;10:50:54;41.994
1712;High;2022-06-28;11:20:54;42.179
1713;High;2022-06-28;11:50:54;42.179
1714;High;2022-06-29;12:20:54;40.696
1715;High;2022-06-29;12:50:54;44.013
1716;High;2022-06-29;01:20:54;43.831
1717;High;2022-06-29;01:50:54;44.922
1718;High;2022-06-29;02:20:54;46.008
1719;High;2022-06-29;02:50:54;46.008
1720;High;2022-06-29;03:20:54;44.56
1721;High;2022-06-29;03:50:54;42.915
1722;High;2022-06-29;04:20:54;41.81
1723;High;2022-06-29;04:50:54;41.994
1724;High;2022-06-29;05:20:54;42.915
1725;High;2022-06-29;05:50:54;43.282
1726;High;2022-06-29;06:20:54;43.466
1727;High;2022-06-29;06:50:54;45.648
1728;High;2022-06-29;07:20:54;47.802
1729;High;2022-06-29;07:50:54;44.742
1730;High;2022-06-29;08:20:54;44.195
1731;High;2022-06-29;08:50:54;44.013
1732;High;2022-06-29;09:20:54;75.659
1733;High;2022-06-29;09:50:54;84.654
1734;High;2022-06-29;10:20:54;84.654
1735;High;2022-06-29;10:50:54;85.735
1736;High;2022-06-29;11:20:54;91.425
1737;High;2022-06-29;11:50:54;91.612
1738;High;2022-06-29;12:20:54;88.65
1739;High;2022-06-29;12:50:54;91.8
1740;High;2022-06-29;01:20:54;86.459
1741;High;2022-06-29;01:50:54;77.05
1742;High;2022-06-29;02:20:54;86.097
1743;High;2022-06-29;02:50:54;85.374
1744;High;2022-06-29;03:20:54;85.915
1745;High;2022-06-29;03:50:54;85.374
1746;High;2022-06-29;04:20:54;85.374
1747;High;2022-06-29;04:50:54;85.915
1748;High;2022-06-29;05:20:54;87.186
1749;High;2022-06-29;05:50:54;90.124
1750;High;2022-06-29;06:20:54;90.124
1751;High;2022-06-29;06:50:54;89.017
1752;High;2022-06-29;07:20:54;90.68
1753;High;2022-06-29;07:50:54;88.833
1754;High;2022-06-29;08:20:54;81.975
1755;High;2022-06-29;08:50:54;61.741
1756;High;2022-06-29;09:20:54;57.958
1757;High;2022-06-29;09:50:54;50.995
1758;High;2022-06-29;10:20:54;49.937
1759;High;2022-06-29;10:50:54;49.05
1760;High;2022-06-29;11:20:54;48.695
1761;High;2022-06-29;11:50:54;48.339
1762;High;2022-06-30;12:20:54;48.16
1763;High;2022-06-30;12:50:54;48.517
1764;High;2022-06-30;01:20:54;48.16
1765;High;2022-06-30;01:50:54;47.088
1766;High;2022-06-30;02:20:54;48.695
1767;High;2022-06-30;02:50:54;48.339
1768;High;2022-06-30;03:20:54;47.446
1769;High;2022-06-30;03:50:54;48.517
1770;High;2022-06-30;04:20:54;48.16
1771;High;2022-06-30;04:50:54;48.517
1772;High;2022-06-30;05:20:54;49.404
1773;High;2022-06-30;05:50:54;49.228
1774;High;2022-06-30;06:20:54;51.172
1775;High;2022-06-30;06:50:54;51.172
1776;High;2022-06-30;07:20:54;52.225
1777;High;2022-06-30;07:50:54;52.75
1778;High;2022-06-30;08:20:54;55.189
1779;High;2022-06-30;08:50:54;58.476
1780;High;2022-06-30;09:20:54;75.139
1781;High;2022-06-30;09:50:54;82.33
1782;High;2022-06-30;10:20:54;72.372
1783;High;2022-06-30;10:50:54;83.579
1784;High;2022-06-30;11:20:54;91.053
1785;High;2022-06-30;11:50:54;92.174
1786;High;2022-06-30;12:20:54;84.834
1787;High;2022-06-30;12:50:54;72.545
1788;High;2022-06-30;01:20:54;79.678
1789;High;2022-06-30;01:50:54;73.234
1790;High;2022-06-30;02:20:54;77.749
1791;High;2022-06-30;02:50:54;75.484
1792;High;2022-06-30;03:20:54;71.512
1793;High;2022-06-30;03:50:54;82.686
1794;High;2022-06-30;04:20:54;71.168
1795;High;2022-06-30;04:50:54;68.592
1796;High;2022-06-30;05:20:54;76.876
1797;High;2022-06-30;05:50:54;66.537
1798;High;2022-06-30;06:20:54;62.598
1799;High;2022-06-30;06:50:54;66.537
1800;High;2022-06-30;07:20:54;56.577
1801;High;2022-06-30;07:50:54;54.495
1802;High;2022-06-30;08:20:54;52.401
1803;High;2022-06-30;08:50:54;50.113
1804;High;2022-06-30;09:20:54;48.695
1805;High;2022-06-30;09:50:54;48.339
1806;High;2022-06-30;10:20:54;49.05
1807;High;2022-06-30;10:50:54;49.404
1808;High;2022-06-30;11:20:54;49.228
1809;High;2022-06-30;11:50:54;49.228
1810;High;2022-07-01;12:20:54;47.802
1811;High;2022-07-01;12:50:54;48.871
1812;High;2022-07-01;01:20:54;49.05
1813;High;2022-07-01;01:50:54;48.339
1814;High;2022-07-01;02:20:54;47.624
1815;High;2022-07-01;02:50:54;43.282
1816;High;2022-07-01;03:20:54;43.282
1817;High;2022-07-01;03:50:54;42.548
1818;High;2022-07-01;04:20:54;41.625
1819;High;2022-07-01;04:50:54;40.696
1820;High;2022-07-01;05:20:54;40.696
1821;High;2022-07-01;05:50:54;39.384
1822;High;2022-07-01;06:20:54;38.818
1823;High;2022-07-01;06:50:54;39.196
1824;High;2022-07-01;07:20:54;40.696
1825;High;2022-07-01;07:50:54;44.013
1826;High;2022-07-01;08:20:54;41.625
1827;High;2022-07-01;08:50:54;45.466
1828;High;2022-07-01;09:20:54;47.266
1829;High;2022-07-01;09:50:54;51.172
1830;High;2022-07-01;10:20:54;50.113
1831;High;2022-07-01;10:50:54;54.147
1832;High;2022-07-01;11:20:54;55.711
1833;High;2022-07-01;11:50:54;59.508
1834;High;2022-07-01;12:20:54;61.227
1835;High;2022-07-01;12:50:54;76.876
1836;High;2022-07-01;01:20:54;77.225
1837;High;2022-07-01;01:50:54;69.278
1838;High;2022-07-01;02:20:54;66.022
1839;High;2022-07-01;02:50:54;67.735
1840;High;2022-07-01;03:20:54;67.05
1841;High;2022-07-01;03:50:54;67.221
1842;High;2022-07-01;04:20:54;69.622
1843;High;2022-07-01;04:50:54;65.509
1844;High;2022-07-01;05:20:54;67.392
1845;High;2022-07-01;05:50:54;74.791
1846;High;2022-07-01;06:20:54;84.654
1847;High;2022-07-01;06:50:54;86.459
1848;High;2022-07-01;07:20:54;87.368
1849;High;2022-07-01;07:50:54;88.833
1850;High;2022-07-01;08:20:54;73.926
1851;High;2022-07-01;08:50:54;62.94
1852;High;2022-07-01;09:20:54;50.29
1853;High;2022-07-01;09:50:54;44.013
1854;High;2022-07-01;10:20:54;42.915
1855;High;2022-07-01;10:50:54;41.81
1856;High;2022-07-01;11:20:54;41.067
1857;High;2022-07-01;11:50:54;41.81
1858;High;2022-07-02;12:20:54;41.067
1859;High;2022-07-02;12:50:54;41.439
1860;High;2022-07-02;01:20:54;41.439
1861;High;2022-07-02;01:50:54;40.134
1862;High;2022-07-02;02:20:54;37.679
1863;High;2022-07-02;02:50:54;37.297
1864;High;2022-07-02;03:20:54;36.338
1865;High;2022-07-02;03:50:54;35.951
1866;High;2022-07-02;04:20:54;38.44
1867;High;2022-07-02;04:50:54;38.061
1868;High;2022-07-02;05:20:54;39.007
1869;High;2022-07-02;05:50:54;36.914
1870;High;2022-07-02;06:20:54;39.007
1871;High;2022-07-02;06:50:54;41.067
1872;High;2022-07-02;07:20:54;43.466
1873;High;2022-07-02;07:50:54;46.188
1874;High;2022-07-02;08:20:54;45.466
1875;High;2022-07-02;08:50:54;47.266
1876;High;2022-07-02;09:20:54;72.718
1877;High;2022-07-02;09:50:54;83.043
1878;High;2022-07-02;10:20:54;85.014
1879;High;2022-07-02;10:50:54;87.915
1880;High;2022-07-02;11:20:54;89.755
1881;High;2022-07-02;11:50:54;92.737
1882;High;2022-07-02;12:20:54;91.24
1883;High;2022-07-02;12:50:54;90.124
1884;High;2022-07-02;01:20:54;88.099
1885;High;2022-07-02;01:50:54;74.619
1886;High;2022-07-02;02:20:54;86.277
1887;High;2022-07-02;02:50:54;85.735
1888;High;2022-07-02;03:20:54;85.554
1889;High;2022-07-02;03:50:54;87.552
1890;High;2022-07-02;04:20:54;87.186
1891;High;2022-07-02;04:50:54;87.186
1892;High;2022-07-02;05:20:54;90.309
1893;High;2022-07-02;05:50:54;89.384
1894;High;2022-07-02;06:20:54;93.493
1895;High;2022-07-02;06:50:54;93.493
